Name,Class,Parent,ROI,Measurements
AI_Abnormal_2548,Abnormal,,RECTANGLE (166400 14336 256 256),AI_Confidence:0.814;Method:MONAI_Demo
AI_Abnormal_2549,Abnormal,,RECTANGLE (172544 14336 256 256),AI_Confidence:0.703;Method:MONAI_Demo
AI_Abnormal_2550,Abnormal,,RECTANGLE (176640 14336 256 256),AI_Confidence:0.862;Method:MONAI_Demo
AI_Abnormal_2551,Abnormal,,RECTANGLE (179200 14336 256 256),AI_Confidence:0.763;Method:MONAI_Demo
AI_Abnormal_2552,Abnormal,,RECTANGLE (181248 14336 256 256),AI_Confidence:0.820;Method:MONAI_Demo
AI_Abnormal_2553,Abnormal,,RECTANGLE (183296 14336 256 256),AI_Confidence:0.954;Method:MONAI_Demo
AI_Abnormal_2554,Abnormal,,RECTANGLE (183808 14336 256 256),AI_Confidence:0.934;Method:MONAI_Demo
AI_Abnormal_2555,Abnormal,,RECTANGLE (184320 14336 256 256),AI_Confidence:0.814;Method:MONAI_Demo
AI_Abnormal_2556,Abnormal,,RECTANGLE (186368 14336 256 256),AI_Confidence:0.933;Method:MONAI_Demo
AI_Abnormal_2557,Abnormal,,RECTANGLE (187392 14336 256 256),AI_Confidence:0.712;Method:MONAI_Demo
AI_Abnormal_2558,Abnormal,,RECTANGLE (187904 14336 256 256),AI_Confidence:0.887;Method:MONAI_Demo
AI_Abnormal_2559,Abnormal,,RECTANGLE (5632 14848 256 256),AI_Confidence:0.739;Method:MONAI_Demo
AI_Abnormal_2560,Abnormal,,RECTANGLE (26624 14848 256 256),AI_Confidence:0.981;Method:MONAI_Demo
AI_Abnormal_2561,Abnormal,,RECTANGLE (31744 14848 256 256),AI_Confidence:0.776;Method:MONAI_Demo
AI_Abnormal_2562,Abnormal,,RECTANGLE (32256 14848 256 256),AI_Confidence:0.853;Method:MONAI_Demo
AI_Abnormal_2563,Abnormal,,RECTANGLE (35840 14848 256 256),AI_Confidence:0.793;Method:MONAI_Demo
AI_Abnormal_2564,Abnormal,,RECTANGLE (36352 14848 256 256),AI_Confidence:0.749;Method:MONAI_Demo
AI_Abnormal_2565,Abnormal,,RECTANGLE (36864 14848 256 256),AI_Confidence:0.729;Method:MONAI_Demo
AI_Abnormal_2566,Abnormal,,RECTANGLE (38912 14848 256 256),AI_Confidence:0.750;Method:MONAI_Demo
AI_Abnormal_2567,Abnormal,,RECTANGLE (41984 14848 256 256),AI_Confidence:0.843;Method:MONAI_Demo
AI_Abnormal_2568,Abnormal,,RECTANGLE (45056 14848 256 256),AI_Confidence:0.741;Method:MONAI_Demo
AI_Abnormal_2569,Abnormal,,RECTANGLE (46080 14848 256 256),AI_Confidence:0.839;Method:MONAI_Demo
AI_Abnormal_2570,Abnormal,,RECTANGLE (47104 14848 256 256),AI_Confidence:0.826;Method:MONAI_Demo
AI_Abnormal_2571,Abnormal,,RECTANGLE (48640 14848 256 256),AI_Confidence:0.715;Method:MONAI_Demo
AI_Abnormal_2572,Abnormal,,RECTANGLE (50688 14848 256 256),AI_Confidence:0.909;Method:MONAI_Demo
AI_Abnormal_2573,Abnormal,,RECTANGLE (51200 14848 256 256),AI_Confidence:0.961;Method:MONAI_Demo
AI_Abnormal_2574,Abnormal,,RECTANGLE (54272 14848 256 256),AI_Confidence:0.914;Method:MONAI_Demo
AI_Abnormal_2575,Abnormal,,RECTANGLE (54784 14848 256 256),AI_Confidence:0.912;Method:MONAI_Demo
AI_Abnormal_2576,Abnormal,,RECTANGLE (55808 14848 256 256),AI_Confidence:0.808;Method:MONAI_Demo
AI_Abnormal_2577,Abnormal,,RECTANGLE (58368 14848 256 256),AI_Confidence:0.845;Method:MONAI_Demo
AI_Abnormal_2578,Abnormal,,RECTANGLE (59904 14848 256 256),AI_Confidence:0.850;Method:MONAI_Demo
AI_Abnormal_2579,Abnormal,,RECTANGLE (60416 14848 256 256),AI_Confidence:0.884;Method:MONAI_Demo
AI_Abnormal_2580,Abnormal,,RECTANGLE (60928 14848 256 256),AI_Confidence:0.739;Method:MONAI_Demo
AI_Abnormal_2581,Abnormal,,RECTANGLE (61440 14848 256 256),AI_Confidence:0.703;Method:MONAI_Demo
AI_Abnormal_2582,Abnormal,,RECTANGLE (62464 14848 256 256),AI_Confidence:0.949;Method:MONAI_Demo
AI_Abnormal_2583,Abnormal,,RECTANGLE (63488 14848 256 256),AI_Confidence:0.805;Method:MONAI_Demo
AI_Abnormal_2584,Abnormal,,RECTANGLE (64512 14848 256 256),AI_Confidence:0.849;Method:MONAI_Demo
AI_Abnormal_2585,Abnormal,,RECTANGLE (65536 14848 256 256),AI_Confidence:0.767;Method:MONAI_Demo
AI_Abnormal_2586,Abnormal,,RECTANGLE (66048 14848 256 256),AI_Confidence:0.851;Method:MONAI_Demo
AI_Abnormal_2587,Abnormal,,RECTANGLE (68608 14848 256 256),AI_Confidence:0.773;Method:MONAI_Demo
AI_Abnormal_2588,Abnormal,,RECTANGLE (69120 14848 256 256),AI_Confidence:0.760;Method:MONAI_Demo
AI_Abnormal_2589,Abnormal,,RECTANGLE (71680 14848 256 256),AI_Confidence:0.908;Method:MONAI_Demo
AI_Abnormal_2590,Abnormal,,RECTANGLE (72192 14848 256 256),AI_Confidence:0.762;Method:MONAI_Demo
AI_Abnormal_2591,Abnormal,,RECTANGLE (72704 14848 256 256),AI_Confidence:0.752;Method:MONAI_Demo
AI_Abnormal_2592,Abnormal,,RECTANGLE (74240 14848 256 256),AI_Confidence:0.938;Method:MONAI_Demo
AI_Abnormal_2593,Abnormal,,RECTANGLE (74752 14848 256 256),AI_Confidence:0.755;Method:MONAI_Demo
AI_Abnormal_2594,Abnormal,,RECTANGLE (75264 14848 256 256),AI_Confidence:0.890;Method:MONAI_Demo
AI_Abnormal_2595,Abnormal,,RECTANGLE (80896 14848 256 256),AI_Confidence:0.857;Method:MONAI_Demo
AI_Abnormal_2596,Abnormal,,RECTANGLE (83968 14848 256 256),AI_Confidence:0.789;Method:MONAI_Demo
AI_Abnormal_2597,Abnormal,,RECTANGLE (89600 14848 256 256),AI_Confidence:0.802;Method:MONAI_Demo
AI_Abnormal_2598,Abnormal,,RECTANGLE (91648 14848 256 256),AI_Confidence:0.968;Method:MONAI_Demo
AI_Abnormal_2599,Abnormal,,RECTANGLE (93184 14848 256 256),AI_Confidence:0.771;Method:MONAI_Demo
AI_Abnormal_2600,Abnormal,,RECTANGLE (93696 14848 256 256),AI_Confidence:0.819;Method:MONAI_Demo
AI_Abnormal_2601,Abnormal,,RECTANGLE (94208 14848 256 256),AI_Confidence:0.925;Method:MONAI_Demo
AI_Abnormal_2602,Abnormal,,RECTANGLE (95744 14848 256 256),AI_Confidence:0.901;Method:MONAI_Demo
AI_Abnormal_2603,Abnormal,,RECTANGLE (97792 14848 256 256),AI_Confidence:0.713;Method:MONAI_Demo
AI_Abnormal_2604,Abnormal,,RECTANGLE (99328 14848 256 256),AI_Confidence:0.918;Method:MONAI_Demo
AI_Abnormal_2605,Abnormal,,RECTANGLE (101376 14848 256 256),AI_Confidence:0.954;Method:MONAI_Demo
AI_Abnormal_2606,Abnormal,,RECTANGLE (103424 14848 256 256),AI_Confidence:0.754;Method:MONAI_Demo
AI_Abnormal_2607,Abnormal,,RECTANGLE (105984 14848 256 256),AI_Confidence:0.920;Method:MONAI_Demo
AI_Abnormal_2608,Abnormal,,RECTANGLE (107520 14848 256 256),AI_Confidence:0.933;Method:MONAI_Demo
AI_Abnormal_2609,Abnormal,,RECTANGLE (108032 14848 256 256),AI_Confidence:0.855;Method:MONAI_Demo
AI_Abnormal_2610,Abnormal,,RECTANGLE (108544 14848 256 256),AI_Confidence:0.767;Method:MONAI_Demo
AI_Abnormal_2611,Abnormal,,RECTANGLE (111104 14848 256 256),AI_Confidence:0.852;Method:MONAI_Demo
AI_Abnormal_2612,Abnormal,,RECTANGLE (112128 14848 256 256),AI_Confidence:0.940;Method:MONAI_Demo
AI_Abnormal_2613,Abnormal,,RECTANGLE (113664 14848 256 256),AI_Confidence:0.777;Method:MONAI_Demo
AI_Abnormal_2614,Abnormal,,RECTANGLE (114688 14848 256 256),AI_Confidence:0.781;Method:MONAI_Demo
AI_Abnormal_2615,Abnormal,,RECTANGLE (115200 14848 256 256),AI_Confidence:0.752;Method:MONAI_Demo
AI_Abnormal_2616,Abnormal,,RECTANGLE (119296 14848 256 256),AI_Confidence:0.912;Method:MONAI_Demo
AI_Abnormal_2617,Abnormal,,RECTANGLE (119808 14848 256 256),AI_Confidence:0.859;Method:MONAI_Demo
AI_Abnormal_2618,Abnormal,,RECTANGLE (120832 14848 256 256),AI_Confidence:0.902;Method:MONAI_Demo
AI_Abnormal_2619,Abnormal,,RECTANGLE (123392 14848 256 256),AI_Confidence:0.877;Method:MONAI_Demo
AI_Abnormal_2620,Abnormal,,RECTANGLE (126464 14848 256 256),AI_Confidence:0.738;Method:MONAI_Demo
AI_Abnormal_2621,Abnormal,,RECTANGLE (128000 14848 256 256),AI_Confidence:0.751;Method:MONAI_Demo
AI_Abnormal_2622,Abnormal,,RECTANGLE (130048 14848 256 256),AI_Confidence:0.947;Method:MONAI_Demo
AI_Abnormal_2623,Abnormal,,RECTANGLE (132096 14848 256 256),AI_Confidence:0.888;Method:MONAI_Demo
AI_Abnormal_2624,Abnormal,,RECTANGLE (132608 14848 256 256),AI_Confidence:0.879;Method:MONAI_Demo
AI_Abnormal_2625,Abnormal,,RECTANGLE (133120 14848 256 256),AI_Confidence:0.749;Method:MONAI_Demo
AI_Abnormal_2626,Abnormal,,RECTANGLE (157184 14848 256 256),AI_Confidence:0.704;Method:MONAI_Demo
AI_Abnormal_2627,Abnormal,,RECTANGLE (159744 14848 256 256),AI_Confidence:0.885;Method:MONAI_Demo
AI_Abnormal_2628,Abnormal,,RECTANGLE (160768 14848 256 256),AI_Confidence:0.829;Method:MONAI_Demo
AI_Abnormal_2629,Abnormal,,RECTANGLE (163840 14848 256 256),AI_Confidence:0.880;Method:MONAI_Demo
AI_Abnormal_2630,Abnormal,,RECTANGLE (167424 14848 256 256),AI_Confidence:0.761;Method:MONAI_Demo
AI_Abnormal_2631,Abnormal,,RECTANGLE (167936 14848 256 256),AI_Confidence:0.870;Method:MONAI_Demo
AI_Abnormal_2632,Abnormal,,RECTANGLE (169472 14848 256 256),AI_Confidence:0.795;Method:MONAI_Demo
AI_Abnormal_2633,Abnormal,,RECTANGLE (174592 14848 256 256),AI_Confidence:0.738;Method:MONAI_Demo
AI_Abnormal_2634,Abnormal,,RECTANGLE (175616 14848 256 256),AI_Confidence:0.806;Method:MONAI_Demo
AI_Abnormal_2635,Abnormal,,RECTANGLE (176128 14848 256 256),AI_Confidence:0.845;Method:MONAI_Demo
AI_Abnormal_2636,Abnormal,,RECTANGLE (182784 14848 256 256),AI_Confidence:0.769;Method:MONAI_Demo
AI_Abnormal_2637,Abnormal,,RECTANGLE (183296 14848 256 256),AI_Confidence:0.932;Method:MONAI_Demo
AI_Abnormal_2638,Abnormal,,RECTANGLE (184320 14848 256 256),AI_Confidence:0.816;Method:MONAI_Demo
AI_Abnormal_2639,Abnormal,,RECTANGLE (187392 14848 256 256),AI_Confidence:0.817;Method:MONAI_Demo
AI_Abnormal_2640,Abnormal,,RECTANGLE (187904 14848 256 256),AI_Confidence:0.889;Method:MONAI_Demo
AI_Abnormal_2641,Abnormal,,RECTANGLE (188416 14848 256 256),AI_Confidence:0.730;Method:MONAI_Demo
AI_Abnormal_2642,Abnormal,,RECTANGLE (188928 14848 256 256),AI_Confidence:0.772;Method:MONAI_Demo
AI_Abnormal_2643,Abnormal,,RECTANGLE (33280 15360 256 256),AI_Confidence:0.794;Method:MONAI_Demo
AI_Abnormal_2644,Abnormal,,RECTANGLE (33792 15360 256 256),AI_Confidence:0.908;Method:MONAI_Demo
AI_Abnormal_2645,Abnormal,,RECTANGLE (37888 15360 256 256),AI_Confidence:0.945;Method:MONAI_Demo
AI_Abnormal_2646,Abnormal,,RECTANGLE (40448 15360 256 256),AI_Confidence:0.974;Method:MONAI_Demo
AI_Abnormal_2647,Abnormal,,RECTANGLE (40960 15360 256 256),AI_Confidence:0.835;Method:MONAI_Demo
AI_Abnormal_2648,Abnormal,,RECTANGLE (41984 15360 256 256),AI_Confidence:0.951;Method:MONAI_Demo
AI_Abnormal_2649,Abnormal,,RECTANGLE (45568 15360 256 256),AI_Confidence:0.802;Method:MONAI_Demo
AI_Abnormal_2650,Abnormal,,RECTANGLE (46592 15360 256 256),AI_Confidence:0.742;Method:MONAI_Demo
AI_Abnormal_2651,Abnormal,,RECTANGLE (48128 15360 256 256),AI_Confidence:0.701;Method:MONAI_Demo
AI_Abnormal_2652,Abnormal,,RECTANGLE (48640 15360 256 256),AI_Confidence:0.931;Method:MONAI_Demo
AI_Abnormal_2653,Abnormal,,RECTANGLE (55808 15360 256 256),AI_Confidence:0.764;Method:MONAI_Demo
AI_Abnormal_2654,Abnormal,,RECTANGLE (57856 15360 256 256),AI_Confidence:0.840;Method:MONAI_Demo
AI_Abnormal_2655,Abnormal,,RECTANGLE (58368 15360 256 256),AI_Confidence:0.771;Method:MONAI_Demo
AI_Abnormal_2656,Abnormal,,RECTANGLE (60928 15360 256 256),AI_Confidence:0.716;Method:MONAI_Demo
AI_Abnormal_2657,Abnormal,,RECTANGLE (66560 15360 256 256),AI_Confidence:0.829;Method:MONAI_Demo
AI_Abnormal_2658,Abnormal,,RECTANGLE (67072 15360 256 256),AI_Confidence:0.770;Method:MONAI_Demo
AI_Abnormal_2659,Abnormal,,RECTANGLE (68096 15360 256 256),AI_Confidence:0.778;Method:MONAI_Demo
AI_Abnormal_2660,Abnormal,,RECTANGLE (68608 15360 256 256),AI_Confidence:0.701;Method:MONAI_Demo
AI_Abnormal_2661,Abnormal,,RECTANGLE (69120 15360 256 256),AI_Confidence:0.816;Method:MONAI_Demo
AI_Abnormal_2662,Abnormal,,RECTANGLE (70144 15360 256 256),AI_Confidence:0.885;Method:MONAI_Demo
AI_Abnormal_2663,Abnormal,,RECTANGLE (70656 15360 256 256),AI_Confidence:0.881;Method:MONAI_Demo
AI_Abnormal_2664,Abnormal,,RECTANGLE (72192 15360 256 256),AI_Confidence:0.711;Method:MONAI_Demo
AI_Abnormal_2665,Abnormal,,RECTANGLE (73728 15360 256 256),AI_Confidence:0.963;Method:MONAI_Demo
AI_Abnormal_2666,Abnormal,,RECTANGLE (74752 15360 256 256),AI_Confidence:0.968;Method:MONAI_Demo
AI_Abnormal_2667,Abnormal,,RECTANGLE (77312 15360 256 256),AI_Confidence:0.781;Method:MONAI_Demo
AI_Abnormal_2668,Abnormal,,RECTANGLE (77824 15360 256 256),AI_Confidence:0.809;Method:MONAI_Demo
AI_Abnormal_2669,Abnormal,,RECTANGLE (80384 15360 256 256),AI_Confidence:0.880;Method:MONAI_Demo
AI_Abnormal_2670,Abnormal,,RECTANGLE (81920 15360 256 256),AI_Confidence:0.934;Method:MONAI_Demo
AI_Abnormal_2671,Abnormal,,RECTANGLE (82944 15360 256 256),AI_Confidence:0.868;Method:MONAI_Demo
AI_Abnormal_2672,Abnormal,,RECTANGLE (83968 15360 256 256),AI_Confidence:0.823;Method:MONAI_Demo
AI_Abnormal_2673,Abnormal,,RECTANGLE (84992 15360 256 256),AI_Confidence:0.926;Method:MONAI_Demo
AI_Abnormal_2674,Abnormal,,RECTANGLE (85504 15360 256 256),AI_Confidence:0.843;Method:MONAI_Demo
AI_Abnormal_2675,Abnormal,,RECTANGLE (91648 15360 256 256),AI_Confidence:0.753;Method:MONAI_Demo
AI_Abnormal_2676,Abnormal,,RECTANGLE (93184 15360 256 256),AI_Confidence:0.755;Method:MONAI_Demo
AI_Abnormal_2677,Abnormal,,RECTANGLE (95744 15360 256 256),AI_Confidence:0.840;Method:MONAI_Demo
AI_Abnormal_2678,Abnormal,,RECTANGLE (96768 15360 256 256),AI_Confidence:0.808;Method:MONAI_Demo
AI_Abnormal_2679,Abnormal,,RECTANGLE (98816 15360 256 256),AI_Confidence:0.826;Method:MONAI_Demo
AI_Abnormal_2680,Abnormal,,RECTANGLE (100352 15360 256 256),AI_Confidence:0.740;Method:MONAI_Demo
AI_Abnormal_2681,Abnormal,,RECTANGLE (103424 15360 256 256),AI_Confidence:0.770;Method:MONAI_Demo
AI_Abnormal_2682,Abnormal,,RECTANGLE (104960 15360 256 256),AI_Confidence:0.873;Method:MONAI_Demo
AI_Abnormal_2683,Abnormal,,RECTANGLE (108544 15360 256 256),AI_Confidence:0.983;Method:MONAI_Demo
AI_Abnormal_2684,Abnormal,,RECTANGLE (109056 15360 256 256),AI_Confidence:0.732;Method:MONAI_Demo
AI_Abnormal_2685,Abnormal,,RECTANGLE (110592 15360 256 256),AI_Confidence:0.729;Method:MONAI_Demo
AI_Abnormal_2686,Abnormal,,RECTANGLE (111616 15360 256 256),AI_Confidence:0.758;Method:MONAI_Demo
AI_Abnormal_2687,Abnormal,,RECTANGLE (113152 15360 256 256),AI_Confidence:0.752;Method:MONAI_Demo
AI_Abnormal_2688,Abnormal,,RECTANGLE (120320 15360 256 256),AI_Confidence:0.750;Method:MONAI_Demo
AI_Abnormal_2689,Abnormal,,RECTANGLE (121344 15360 256 256),AI_Confidence:0.818;Method:MONAI_Demo
AI_Abnormal_2690,Abnormal,,RECTANGLE (124416 15360 256 256),AI_Confidence:0.941;Method:MONAI_Demo
AI_Abnormal_2691,Abnormal,,RECTANGLE (125440 15360 256 256),AI_Confidence:0.842;Method:MONAI_Demo
AI_Abnormal_2692,Abnormal,,RECTANGLE (126464 15360 256 256),AI_Confidence:0.987;Method:MONAI_Demo
AI_Abnormal_2693,Abnormal,,RECTANGLE (128000 15360 256 256),AI_Confidence:0.825;Method:MONAI_Demo
AI_Abnormal_2694,Abnormal,,RECTANGLE (129024 15360 256 256),AI_Confidence:0.893;Method:MONAI_Demo
AI_Abnormal_2695,Abnormal,,RECTANGLE (129536 15360 256 256),AI_Confidence:0.790;Method:MONAI_Demo
AI_Abnormal_2696,Abnormal,,RECTANGLE (130048 15360 256 256),AI_Confidence:0.801;Method:MONAI_Demo
AI_Abnormal_2697,Abnormal,,RECTANGLE (160256 15360 256 256),AI_Confidence:0.951;Method:MONAI_Demo
AI_Abnormal_2698,Abnormal,,RECTANGLE (160768 15360 256 256),AI_Confidence:0.980;Method:MONAI_Demo
AI_Abnormal_2699,Abnormal,,RECTANGLE (163328 15360 256 256),AI_Confidence:0.932;Method:MONAI_Demo
AI_Abnormal_2700,Abnormal,,RECTANGLE (163840 15360 256 256),AI_Confidence:0.933;Method:MONAI_Demo
AI_Abnormal_2701,Abnormal,,RECTANGLE (166400 15360 256 256),AI_Confidence:0.799;Method:MONAI_Demo
AI_Abnormal_2702,Abnormal,,RECTANGLE (168448 15360 256 256),AI_Confidence:0.885;Method:MONAI_Demo
AI_Abnormal_2703,Abnormal,,RECTANGLE (168960 15360 256 256),AI_Confidence:0.928;Method:MONAI_Demo
AI_Abnormal_2704,Abnormal,,RECTANGLE (169472 15360 256 256),AI_Confidence:0.736;Method:MONAI_Demo
AI_Abnormal_2705,Abnormal,,RECTANGLE (175104 15360 256 256),AI_Confidence:0.889;Method:MONAI_Demo
AI_Abnormal_2706,Abnormal,,RECTANGLE (180224 15360 256 256),AI_Confidence:0.836;Method:MONAI_Demo
AI_Abnormal_2707,Abnormal,,RECTANGLE (186368 15360 256 256),AI_Confidence:0.932;Method:MONAI_Demo
AI_Abnormal_2708,Abnormal,,RECTANGLE (187904 15360 256 256),AI_Confidence:0.722;Method:MONAI_Demo
AI_Abnormal_2709,Abnormal,,RECTANGLE (29184 15872 256 256),AI_Confidence:0.899;Method:MONAI_Demo
AI_Abnormal_2710,Abnormal,,RECTANGLE (30208 15872 256 256),AI_Confidence:0.902;Method:MONAI_Demo
AI_Abnormal_2711,Abnormal,,RECTANGLE (31232 15872 256 256),AI_Confidence:0.715;Method:MONAI_Demo
AI_Abnormal_2712,Abnormal,,RECTANGLE (32256 15872 256 256),AI_Confidence:0.716;Method:MONAI_Demo
AI_Abnormal_2713,Abnormal,,RECTANGLE (34304 15872 256 256),AI_Confidence:0.703;Method:MONAI_Demo
AI_Abnormal_2714,Abnormal,,RECTANGLE (37376 15872 256 256),AI_Confidence:0.780;Method:MONAI_Demo
AI_Abnormal_2715,Abnormal,,RECTANGLE (42496 15872 256 256),AI_Confidence:0.940;Method:MONAI_Demo
AI_Abnormal_2716,Abnormal,,RECTANGLE (45056 15872 256 256),AI_Confidence:0.835;Method:MONAI_Demo
AI_Abnormal_2717,Abnormal,,RECTANGLE (46080 15872 256 256),AI_Confidence:0.761;Method:MONAI_Demo
AI_Abnormal_2718,Abnormal,,RECTANGLE (50688 15872 256 256),AI_Confidence:0.918;Method:MONAI_Demo
AI_Abnormal_2719,Abnormal,,RECTANGLE (51712 15872 256 256),AI_Confidence:0.813;Method:MONAI_Demo
AI_Abnormal_2720,Abnormal,,RECTANGLE (54784 15872 256 256),AI_Confidence:0.966;Method:MONAI_Demo
AI_Abnormal_2721,Abnormal,,RECTANGLE (55296 15872 256 256),AI_Confidence:0.940;Method:MONAI_Demo
AI_Abnormal_2722,Abnormal,,RECTANGLE (57856 15872 256 256),AI_Confidence:0.732;Method:MONAI_Demo
AI_Abnormal_2723,Abnormal,,RECTANGLE (59904 15872 256 256),AI_Confidence:0.899;Method:MONAI_Demo
AI_Abnormal_2724,Abnormal,,RECTANGLE (61440 15872 256 256),AI_Confidence:0.841;Method:MONAI_Demo
AI_Abnormal_2725,Abnormal,,RECTANGLE (62464 15872 256 256),AI_Confidence:0.965;Method:MONAI_Demo
AI_Abnormal_2726,Abnormal,,RECTANGLE (64000 15872 256 256),AI_Confidence:0.952;Method:MONAI_Demo
AI_Abnormal_2727,Abnormal,,RECTANGLE (65024 15872 256 256),AI_Confidence:0.982;Method:MONAI_Demo
AI_Abnormal_2728,Abnormal,,RECTANGLE (66560 15872 256 256),AI_Confidence:0.888;Method:MONAI_Demo
AI_Abnormal_2729,Abnormal,,RECTANGLE (68096 15872 256 256),AI_Confidence:0.841;Method:MONAI_Demo
AI_Abnormal_2730,Abnormal,,RECTANGLE (68608 15872 256 256),AI_Confidence:0.927;Method:MONAI_Demo
AI_Abnormal_2731,Abnormal,,RECTANGLE (69120 15872 256 256),AI_Confidence:0.843;Method:MONAI_Demo
AI_Abnormal_2732,Abnormal,,RECTANGLE (69632 15872 256 256),AI_Confidence:0.808;Method:MONAI_Demo
AI_Abnormal_2733,Abnormal,,RECTANGLE (70144 15872 256 256),AI_Confidence:0.772;Method:MONAI_Demo
AI_Abnormal_2734,Abnormal,,RECTANGLE (72192 15872 256 256),AI_Confidence:0.819;Method:MONAI_Demo
AI_Abnormal_2735,Abnormal,,RECTANGLE (74752 15872 256 256),AI_Confidence:0.732;Method:MONAI_Demo
AI_Abnormal_2736,Abnormal,,RECTANGLE (76800 15872 256 256),AI_Confidence:0.968;Method:MONAI_Demo
AI_Abnormal_2737,Abnormal,,RECTANGLE (79360 15872 256 256),AI_Confidence:0.763;Method:MONAI_Demo
AI_Abnormal_2738,Abnormal,,RECTANGLE (79872 15872 256 256),AI_Confidence:0.866;Method:MONAI_Demo
AI_Abnormal_2739,Abnormal,,RECTANGLE (81408 15872 256 256),AI_Confidence:0.702;Method:MONAI_Demo
AI_Abnormal_2740,Abnormal,,RECTANGLE (82432 15872 256 256),AI_Confidence:0.821;Method:MONAI_Demo
AI_Abnormal_2741,Abnormal,,RECTANGLE (85504 15872 256 256),AI_Confidence:0.803;Method:MONAI_Demo
AI_Abnormal_2742,Abnormal,,RECTANGLE (86528 15872 256 256),AI_Confidence:0.798;Method:MONAI_Demo
AI_Abnormal_2743,Abnormal,,RECTANGLE (87040 15872 256 256),AI_Confidence:0.832;Method:MONAI_Demo
AI_Abnormal_2744,Abnormal,,RECTANGLE (88064 15872 256 256),AI_Confidence:0.702;Method:MONAI_Demo
AI_Abnormal_2745,Abnormal,,RECTANGLE (90624 15872 256 256),AI_Confidence:0.797;Method:MONAI_Demo
AI_Abnormal_2746,Abnormal,,RECTANGLE (92160 15872 256 256),AI_Confidence:0.839;Method:MONAI_Demo
AI_Abnormal_2747,Abnormal,,RECTANGLE (93184 15872 256 256),AI_Confidence:0.792;Method:MONAI_Demo
AI_Abnormal_2748,Abnormal,,RECTANGLE (93696 15872 256 256),AI_Confidence:0.906;Method:MONAI_Demo
AI_Abnormal_2749,Abnormal,,RECTANGLE (98304 15872 256 256),AI_Confidence:0.827;Method:MONAI_Demo
AI_Abnormal_2750,Abnormal,,RECTANGLE (99840 15872 256 256),AI_Confidence:0.715;Method:MONAI_Demo
AI_Abnormal_2751,Abnormal,,RECTANGLE (101376 15872 256 256),AI_Confidence:0.872;Method:MONAI_Demo
AI_Abnormal_2752,Abnormal,,RECTANGLE (101888 15872 256 256),AI_Confidence:0.763;Method:MONAI_Demo
AI_Abnormal_2753,Abnormal,,RECTANGLE (102912 15872 256 256),AI_Confidence:0.859;Method:MONAI_Demo
AI_Abnormal_2754,Abnormal,,RECTANGLE (105984 15872 256 256),AI_Confidence:0.796;Method:MONAI_Demo
AI_Abnormal_2755,Abnormal,,RECTANGLE (107008 15872 256 256),AI_Confidence:0.831;Method:MONAI_Demo
AI_Abnormal_2756,Abnormal,,RECTANGLE (111616 15872 256 256),AI_Confidence:0.712;Method:MONAI_Demo
AI_Abnormal_2757,Abnormal,,RECTANGLE (112640 15872 256 256),AI_Confidence:0.873;Method:MONAI_Demo
AI_Abnormal_2758,Abnormal,,RECTANGLE (116736 15872 256 256),AI_Confidence:0.838;Method:MONAI_Demo
AI_Abnormal_2759,Abnormal,,RECTANGLE (117760 15872 256 256),AI_Confidence:0.803;Method:MONAI_Demo
AI_Abnormal_2760,Abnormal,,RECTANGLE (119808 15872 256 256),AI_Confidence:0.704;Method:MONAI_Demo
AI_Abnormal_2761,Abnormal,,RECTANGLE (120320 15872 256 256),AI_Confidence:0.862;Method:MONAI_Demo
AI_Abnormal_2762,Abnormal,,RECTANGLE (122368 15872 256 256),AI_Confidence:0.734;Method:MONAI_Demo
AI_Abnormal_2763,Abnormal,,RECTANGLE (124416 15872 256 256),AI_Confidence:0.813;Method:MONAI_Demo
AI_Abnormal_2764,Abnormal,,RECTANGLE (125952 15872 256 256),AI_Confidence:0.774;Method:MONAI_Demo
AI_Abnormal_2765,Abnormal,,RECTANGLE (126976 15872 256 256),AI_Confidence:0.872;Method:MONAI_Demo
AI_Abnormal_2766,Abnormal,,RECTANGLE (131072 15872 256 256),AI_Confidence:0.931;Method:MONAI_Demo
AI_Abnormal_2767,Abnormal,,RECTANGLE (169984 15872 256 256),AI_Confidence:0.945;Method:MONAI_Demo
AI_Abnormal_2768,Abnormal,,RECTANGLE (173056 15872 256 256),AI_Confidence:0.762;Method:MONAI_Demo
AI_Abnormal_2769,Abnormal,,RECTANGLE (174080 15872 256 256),AI_Confidence:0.869;Method:MONAI_Demo
AI_Abnormal_2770,Abnormal,,RECTANGLE (175104 15872 256 256),AI_Confidence:0.883;Method:MONAI_Demo
AI_Abnormal_2771,Abnormal,,RECTANGLE (177664 15872 256 256),AI_Confidence:0.861;Method:MONAI_Demo
AI_Abnormal_2772,Abnormal,,RECTANGLE (179712 15872 256 256),AI_Confidence:0.779;Method:MONAI_Demo
AI_Abnormal_2773,Abnormal,,RECTANGLE (183296 15872 256 256),AI_Confidence:0.704;Method:MONAI_Demo
AI_Abnormal_2774,Abnormal,,RECTANGLE (185344 15872 256 256),AI_Confidence:0.869;Method:MONAI_Demo
AI_Abnormal_2775,Abnormal,,RECTANGLE (186880 15872 256 256),AI_Confidence:0.808;Method:MONAI_Demo
AI_Abnormal_2776,Abnormal,,RECTANGLE (187904 15872 256 256),AI_Confidence:0.827;Method:MONAI_Demo
